month,customer,segment,state,network,data_type,patients_queried,patients_matched,patients_with_data,records_returned,freshness_days,avg_lookback_months
2026-01,Lumen Behavioral,Tele-behavioral,OH,Bamboo Health,adt_events,493,373,197,402,0.2,37.0
2026-01,Lumen Behavioral,Tele-behavioral,OH,PointClickCare,adt_events,493,373,167,350,0.2,40.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,conditions,621,477,388,2140,12.1,57.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,encounters,621,477,390,3677,8.3,31.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,medications,621,477,360,4509,2.2,22.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,labs,621,477,377,5312,3.2,26.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,documents,621,477,362,1403,12.1,52.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,allergies,621,477,379,573,15.2,32.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Carequality,immunizations,621,477,383,943,23.2,32.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,conditions,621,429,288,1704,12.4,50.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,encounters,621,429,295,2975,12.8,26.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,medications,621,429,287,3025,2.8,55.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,labs,621,429,286,3935,3.5,39.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,documents,621,429,284,1298,17.3,21.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,allergies,621,429,273,474,11.3,40.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,CommonWell,immunizations,621,429,294,773,24.1,21.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Surescripts,medications,621,520,454,4402,2.6,45.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Quest Labs,labs,621,476,202,2491,3.6,28.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,Bamboo Health,adt_events,621,451,236,392,0.2,24.0
2026-01,Lumen Behavioral,Tele-behavioral,TN,PointClickCare,adt_events,621,467,197,373,0.2,21.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,conditions,782,612,498,2856,10.1,25.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,encounters,782,612,506,5423,9.0,49.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,medications,782,612,501,5239,2.5,23.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,labs,782,612,504,6305,3.6,43.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,documents,782,612,493,1817,14.4,48.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,allergies,782,612,476,791,14.1,46.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Carequality,immunizations,782,612,503,1134,24.8,49.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,conditions,782,566,385,2541,13.4,57.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,encounters,782,566,386,3345,8.2,40.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,medications,782,566,420,5226,2.9,56.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,labs,782,566,393,5767,3.2,42.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,documents,782,566,392,1770,13.8,56.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,allergies,782,566,379,595,12.7,30.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,CommonWell,immunizations,782,566,405,870,16.0,29.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Surescripts,medications,782,640,557,6277,2.5,59.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Quest Labs,labs,782,598,310,4914,3.4,40.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,Bamboo Health,adt_events,782,580,313,571,0.2,29.0
2026-01,Lumen Behavioral,Tele-behavioral,WA,PointClickCare,adt_events,782,572,30,48,0.2,33.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,conditions,272,199,131,890,13.6,47.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,encounters,272,199,136,1247,10.3,28.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,medications,272,199,141,1753,3.0,37.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,labs,272,199,141,2117,3.8,57.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,documents,272,199,89,381,12.9,22.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,allergies,272,199,138,225,17.6,55.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Carequality,immunizations,272,199,135,310,19.1,40.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,conditions,272,187,112,774,12.7,46.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,encounters,272,187,104,1040,8.8,32.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,medications,272,187,116,1126,2.6,49.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,labs,272,187,105,1390,2.9,53.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,documents,272,187,70,246,16.7,40.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,allergies,272,187,109,188,14.2,41.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,CommonWell,immunizations,272,187,107,222,17.7,37.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Surescripts,medications,272,211,161,1678,2.5,54.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Quest Labs,labs,272,199,111,1534,3.1,31.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,Bamboo Health,adt_events,272,198,89,147,0.2,33.0
2026-01,Lumen Behavioral,Tele-behavioral,MS,PointClickCare,adt_events,272,187,74,130,0.2,53.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,conditions,464,336,249,1772,14.5,57.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,encounters,464,336,240,2347,9.3,34.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,medications,464,336,248,2931,2.7,51.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,labs,464,336,233,3748,2.9,58.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,documents,464,336,245,886,17.9,42.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,allergies,464,336,247,358,17.9,60.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Carequality,immunizations,464,336,236,513,19.4,27.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,conditions,464,309,187,1116,14.4,58.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,encounters,464,309,182,1684,10.7,28.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,medications,464,309,184,1754,2.1,51.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,labs,464,309,190,2825,2.5,46.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,documents,464,309,187,840,13.5,41.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,allergies,464,309,186,272,12.1,32.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,CommonWell,immunizations,464,309,191,411,17.2,60.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Surescripts,medications,464,371,288,3223,2.0,36.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Quest Labs,labs,464,347,140,2033,2.4,40.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,Bamboo Health,adt_events,464,336,161,347,0.3,28.0
2026-01,Lumen Behavioral,Tele-behavioral,NM,PointClickCare,adt_events,464,328,147,296,0.2,29.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,conditions,856,637,499,3228,14.9,33.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,encounters,856,637,493,4951,12.6,37.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,medications,856,637,465,4565,2.1,19.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,labs,856,637,472,6698,2.5,26.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,documents,856,637,491,2249,12.7,39.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,allergies,856,637,481,855,16.1,29.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Carequality,immunizations,856,637,512,1102,23.7,30.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,conditions,856,610,383,2328,11.6,33.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,encounters,856,610,381,3578,8.6,40.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,medications,856,610,383,4271,2.2,44.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,labs,856,610,393,5269,2.6,60.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,documents,856,610,391,1582,12.7,46.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,allergies,856,610,382,655,11.7,30.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,CommonWell,immunizations,856,610,357,830,16.3,51.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Surescripts,medications,856,701,575,6555,2.5,41.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Quest Labs,labs,856,637,176,2327,2.7,41.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,Bamboo Health,adt_events,856,621,303,511,0.2,49.0
2026-01,Lumen Behavioral,Tele-behavioral,UT,PointClickCare,adt_events,856,614,268,504,0.2,32.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,conditions,766,595,470,2972,10.2,58.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,encounters,766,595,472,4961,12.8,34.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,medications,766,595,477,5337,2.2,37.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,labs,766,595,461,5755,3.8,48.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,documents,766,595,483,1930,18.4,38.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,allergies,766,595,480,667,13.1,40.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Carequality,immunizations,766,595,476,1093,21.2,29.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,conditions,766,539,361,1957,10.8,21.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,encounters,766,539,349,2978,8.0,58.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,medications,766,539,357,3652,3.1,55.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,labs,766,539,347,4992,3.3,59.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,documents,766,539,347,1554,12.8,47.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,allergies,766,539,352,480,13.0,51.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,CommonWell,immunizations,766,539,373,958,25.8,22.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Surescripts,medications,766,622,529,5305,2.3,45.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Quest Labs,labs,766,600,223,3086,3.4,32.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,Bamboo Health,adt_events,766,561,274,538,0.2,35.0
2026-01,Lumen Behavioral,Tele-behavioral,GA,PointClickCare,adt_events,766,550,245,455,0.2,56.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,conditions,458,355,294,1865,12.1,54.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,encounters,458,355,286,2338,9.0,55.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,medications,458,355,287,3331,2.3,39.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,labs,458,355,292,3775,3.0,29.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,documents,458,355,284,1140,16.2,22.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,allergies,458,355,283,447,17.7,44.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Carequality,immunizations,458,355,294,710,24.0,22.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,conditions,458,330,212,1404,14.9,48.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,encounters,458,330,227,2234,11.7,19.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,medications,458,330,231,2678,2.4,21.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,labs,458,330,227,3609,3.0,60.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,documents,458,330,219,912,17.6,57.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,allergies,458,330,228,347,12.6,36.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,CommonWell,immunizations,458,330,232,476,20.6,32.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Surescripts,medications,458,371,312,3043,2.8,42.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Quest Labs,labs,458,376,174,2242,3.3,41.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,Bamboo Health,adt_events,458,350,194,346,0.2,48.0
2026-01,Lumen Behavioral,Tele-behavioral,CA,PointClickCare,adt_events,458,326,140,274,0.2,20.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,conditions,293,199,140,892,12.4,39.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,encounters,293,199,132,1126,12.3,40.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,medications,293,199,138,1601,2.9,42.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,labs,293,199,134,2105,3.2,18.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,documents,293,199,127,497,14.1,19.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,allergies,293,199,136,243,15.3,32.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Carequality,immunizations,293,199,140,361,23.2,18.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,conditions,293,188,107,616,11.4,58.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,encounters,293,188,108,1068,10.5,32.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,medications,293,188,102,1063,3.1,47.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,labs,293,188,104,1671,2.7,21.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,documents,293,188,110,516,12.2,21.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,allergies,293,188,105,192,13.6,46.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,CommonWell,immunizations,293,188,109,274,16.9,24.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Surescripts,medications,293,229,165,1979,2.2,34.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Quest Labs,labs,293,217,90,1208,3.9,34.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,Bamboo Health,adt_events,293,209,92,196,0.2,52.0
2026-01,Lumen Behavioral,Tele-behavioral,MT,PointClickCare,adt_events,293,203,82,155,0.2,42.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,conditions,2582,2024,1787,9584,11.2,30.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,encounters,2582,2024,1788,18688,10.8,37.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,medications,2582,2024,1752,21989,2.4,23.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,labs,2582,2024,1834,28682,2.8,41.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,documents,2582,2024,1766,6201,19.4,32.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,allergies,2582,2024,1727,2390,11.5,23.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Carequality,immunizations,2582,2024,1758,4752,21.2,32.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,conditions,2582,1949,1444,9285,12.6,34.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,encounters,2582,1949,1479,13593,12.0,43.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,medications,2582,1949,1391,13754,2.3,57.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,labs,2582,1949,1407,22488,3.5,56.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,documents,2582,1949,1456,6184,14.9,54.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,allergies,2582,1949,1371,2355,16.7,55.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,CommonWell,immunizations,2582,1949,1503,3587,23.3,43.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Surescripts,medications,2582,2170,2056,20719,3.2,49.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Quest Labs,labs,2582,2181,1132,14001,3.0,23.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,Bamboo Health,adt_events,2582,1969,1093,1948,0.2,49.0
2026-01,Lumen Behavioral,Tele-behavioral,MA,PointClickCare,adt_events,2582,1995,1009,2197,0.2,55.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,conditions,505,387,335,2382,15.0,37.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,encounters,505,387,336,2936,11.0,25.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,medications,505,387,336,3388,2.7,36.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,labs,505,387,322,4049,3.2,31.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,documents,505,387,328,1344,13.0,36.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,allergies,505,387,318,515,14.6,24.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Carequality,immunizations,505,387,324,790,24.3,20.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,conditions,505,370,253,1493,11.1,28.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,encounters,505,370,253,2411,8.8,35.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,medications,505,370,258,2555,3.2,37.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,labs,505,370,271,4247,2.7,23.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,documents,505,370,258,1125,14.9,39.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,allergies,505,370,260,354,14.0,24.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,CommonWell,immunizations,505,370,265,722,25.3,38.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Surescripts,medications,505,417,385,3731,3.2,46.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Quest Labs,labs,505,398,173,2236,3.5,35.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,Bamboo Health,adt_events,505,372,197,354,0.2,28.0
2026-02,Lumen Behavioral,Tele-behavioral,OH,PointClickCare,adt_events,505,366,162,352,0.2,29.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,conditions,636,473,393,2303,11.1,41.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,encounters,636,473,387,3717,9.5,25.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,medications,636,473,391,4585,2.6,38.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,labs,636,473,358,5640,2.5,52.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,documents,636,473,390,1428,19.0,41.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,allergies,636,473,363,648,13.2,21.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Carequality,immunizations,636,473,379,966,22.6,38.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,conditions,636,451,299,1784,10.1,25.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,encounters,636,451,291,3021,10.0,32.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,medications,636,451,291,2741,2.7,38.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,labs,636,451,308,3667,3.8,25.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,documents,636,451,318,1259,17.8,50.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,allergies,636,451,299,485,14.4,19.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,CommonWell,immunizations,636,451,307,712,21.5,46.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Surescripts,medications,636,518,445,5147,3.2,30.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Quest Labs,labs,636,479,208,2968,3.7,42.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,Bamboo Health,adt_events,636,483,252,522,0.2,20.0
2026-02,Lumen Behavioral,Tele-behavioral,TN,PointClickCare,adt_events,636,480,228,406,0.2,44.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,conditions,801,591,494,3095,14.8,48.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,encounters,801,591,517,5386,12.3,34.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,medications,801,591,498,4845,2.8,57.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,labs,801,591,491,6868,2.7,40.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,documents,801,591,515,2293,19.3,38.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,allergies,801,591,486,870,16.1,58.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Carequality,immunizations,801,591,515,1100,17.5,54.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,conditions,801,583,399,2447,13.7,49.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,encounters,801,583,414,3515,11.1,58.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,medications,801,583,409,4130,3.1,21.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,labs,801,583,404,6297,3.6,29.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,documents,801,583,393,1713,12.9,37.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,allergies,801,583,375,630,15.3,36.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,CommonWell,immunizations,801,583,415,1029,17.5,52.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Surescripts,medications,801,642,543,5206,3.0,38.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Quest Labs,labs,801,628,343,4927,3.7,32.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,Bamboo Health,adt_events,801,588,300,566,0.2,25.0
2026-02,Lumen Behavioral,Tele-behavioral,WA,PointClickCare,adt_events,801,595,5,9,0.2,19.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,conditions,279,201,131,795,13.0,29.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,encounters,279,201,138,1497,9.4,58.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,medications,279,201,138,1322,2.7,59.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,labs,279,201,147,1936,2.5,37.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,documents,279,201,81,311,18.9,45.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,allergies,279,201,142,229,12.4,24.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Carequality,immunizations,279,201,141,331,21.0,26.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,conditions,279,183,106,598,14.9,48.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,encounters,279,183,101,1067,10.9,31.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,medications,279,183,101,950,3.0,52.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,labs,279,183,107,1442,2.7,21.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,documents,279,183,63,292,12.5,58.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,allergies,279,183,105,165,12.1,21.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,CommonWell,immunizations,279,183,105,259,20.3,30.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Surescripts,medications,279,219,165,1931,2.8,25.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Quest Labs,labs,279,206,112,1706,3.2,48.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,Bamboo Health,adt_events,279,197,95,192,0.2,24.0
2026-02,Lumen Behavioral,Tele-behavioral,MS,PointClickCare,adt_events,279,203,83,164,0.2,26.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,conditions,475,327,243,1316,10.7,53.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,encounters,475,327,232,2223,10.9,34.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,medications,475,327,249,2539,2.2,56.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,labs,475,327,231,3547,3.6,18.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,documents,475,327,223,909,17.8,58.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,allergies,475,327,226,372,13.3,56.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Carequality,immunizations,475,327,237,543,24.9,22.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,conditions,475,340,202,1282,10.3,20.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,encounters,475,340,208,1948,12.7,50.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,medications,475,340,192,1928,3.1,26.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,labs,475,340,210,3333,3.9,30.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,documents,475,340,205,872,15.2,34.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,allergies,475,340,210,355,13.5,32.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,CommonWell,immunizations,475,340,191,399,23.0,52.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Surescripts,medications,475,377,290,3196,3.1,39.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Quest Labs,labs,475,360,137,2038,2.5,19.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,Bamboo Health,adt_events,475,341,144,259,0.2,41.0
2026-02,Lumen Behavioral,Tele-behavioral,NM,PointClickCare,adt_events,475,309,123,232,0.3,26.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,conditions,877,677,535,3578,10.2,38.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,encounters,877,677,512,5313,12.2,28.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,medications,877,677,518,6012,3.1,25.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,labs,877,677,514,6629,2.7,32.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,documents,877,677,526,2313,15.6,48.0
2026-02,Lumen Behavioral,Tele-behavioral,UT,Carequality,allergies,877,677,526,768,17.1,20.0
